CustomerID,Age,Gender,Region,Income,Months_Subscribed,Total_Spend,Customer_Service_Calls,Rating_Score,Payment_Method,Churn
CUST-02365,32,Female,East,100950,5,2158.83,2,5,Credit Card,0
CUST-02366,58,Male,West,94105,18,2032.55,2,3.3,PayPal,0
CUST-02367,33,Female,East,118199,14,2054.71,0,2.6,Bank Transfer,0
CUST-02368,19,F,East,63266,13,861.19,2,4,Credit Card,0
CUST-02369,26,Female,East,42853,32,1389.5,3,3.4,Bank Transfer,0
CUST-02370,54,Female,South,62362,7,1917.17,2,4.4,Credit Card,0
CUST-02371,38,Male,South,80221,8,1297.97,2,4.5,PayPal,0
CUST-02372,33,Non-Binary,South,76455,50,2368.4,2,3.3,PayPal,0
CUST-02373,41,Male,North,65164,7,555.23,0,4.7,Bank Transfer,0
CUST-02374,46,Male,West,27270,52,1538.44,5,,Credit Card,0
CUST-02375,53,Male,North,86762,49,2419.33,0,4.7,Credit Card,0
CUST-02376,57,Female,South,124308,16,1878.02,1,3.6,Credit Card,0
CUST-02377,35,Male,East,86606,43,1459.48,1,4.8,Bank Transfer,0
CUST-02378,24,Female,North,90228,31,1745.37,1,4.5,Credit Card,0
CUST-02379,35,Male,North,89311,51,1560.72,0,4.6,PayPal,0
CUST-02380,43,Female,South,84926,27,1636.55,1,5,PayPal,0
CUST-02381,28,Female,North,98291,33,977.71,4,4.3,Credit Card,0
CUST-02382,28,Male,West,84884,53,2793.42,1,3.4,Credit Card,0
CUST-02383,44,Female,South,67183,29,1445.3,0,2.9,PayPal,0
CUST-02384,39,Male,North,55100,8,618.72,3,5,Credit Card,0
CUST-02385,40,Male,South,68775,33,1096.01,0,4.4,PayPal,0
CUST-02386,30,Female,East,82853,41,1218.27,4,5,PayPal,0
CUST-02387,37,Male,South,67097,19,1498.69,0,2,Credit Card,0
CUST-02388,28,Female,West,82858,21,1821.19,0,4.9,PayPal,0
CUST-02389,50,Male,West,85978,41,2506.76,0,3.7,Bank Transfer,0
CUST-02390,52,Female,East,95829,21,2322.44,1,3.6,PayPal,0
CUST-02391,18,Female,North,107069,25,2314.44,3,3.2,PayPal,0
CUST-02392,28,Male,West,76950,42,2293.71,2,4.9,Credit Card,0
CUST-02393,22,Male,East,42305,56,1680.08,3,4.6,Bank Transfer,0
CUST-02394,32,Male,North,66372,23,1411.6,0,2.9,PayPal,0
CUST-02395,38,M,West,76101,11,50,1,,Bank Transfer,0
CUST-02396,22,Male,East,29105,33,1609.32,0,4.7,PayPal,0
CUST-02397,28,Female,East,109716,20,1503.21,3,4.2,PayPal,0
CUST-02398,27,Female,North,78559,25,2185.41,6,5,PayPal,1
CUST-02399,42,Female,North,84533,26,1220.99,0,3.7,Credit Card,0
CUST-02400,40,Female,East,109138,40,2303.45,0,1.7,PayPal,0
CUST-02401,31,Female,South,59246,52,1504.56,3,4.2,Bank Transfer,0
CUST-02402,42,Male,East,89351,12,1211.74,0,4.2,PayPal,0
CUST-02403,33,Male,South,72253,32,773.63,1,4.3,Bank Transfer,0
CUST-02404,36,Female,West,70397,33,2315.01,2,5,Credit Card,0
CUST-02405,60,Female,North,55695,10,1754.8,1,2,Bank Transfer,1
CUST-02406,56,Male,South,116640,4,1106.86,4,3.8,Credit Card,1
CUST-02407,24,Male,North,65612,15,1173.98,0,3.1,Credit Card,0
CUST-02408,49,Female,West,92486,51,2346.67,1,2.8,Credit Card,0
CUST-02409,49,Male,West,28124,6,574.42,3,3.9,PayPal,0
CUST-02410,26,Female,West,104499,27,1619.09,1,4.7,PayPal,0
CUST-02411,49,Male,North,101305,5,1000.14,1,4.3,PayPal,0
CUST-02412,58,Female,West,77435,5,1682.34,3,3.3,Credit Card,0
CUST-02413,26,Female,South,69326,18,1051.23,1,3.9,PayPal,0
CUST-02414,28,Female,North,85000,28,2700.27,0,4.9,Credit Card,0
CUST-02415,52,Female,North,132219,35,2117.17,1,4.7,Bank Transfer,0
CUST-02416,43,Female,North,30919,59,2215.98,3,3.4,PayPal,0
CUST-02417,46,Female,North,94550,22,1846.83,0,3.4,PayPal,0
CUST-02418,44,Female,South,52209,34,2069.57,1,,Credit Card,0
CUST-02419,44,Female,East,74502,4,1051.5,0,3.6,Credit Card,0
CUST-02420,24,Female,North,68802,18,1387.2,0,2.3,Credit Card,0
CUST-02421,52,Female,South,64292,41,2057.86,1,5,PayPal,0
CUST-02422,54,Male,East,74738,51,1899.4,3,3.1,PayPal,0
CUST-02423,37,Female,North,46645,26,829.15,3,,Credit Card,0
CUST-02424,39,Female,East,100729,42,2393.27,2,5,PayPal,0
CUST-02425,21,Female,North,30146,22,1769.35,0,4.2,Credit Card,0
CUST-02426,46,M,South,88494,47,1361.99,4,3.9,Bank Transfer,0
CUST-02427,46,Male,North,66836,33,1001.9,1,2.7,Credit Card,0
CUST-02428,39,Male,East,45726,43,1071.52,2,3.5,Bank Transfer,0
CUST-02429,53,Male,East,80059,14,1767.87,0,5,Credit Card,0
CUST-02430,35,Female,North,36076,31,1834.68,2,4.4,Bank Transfer,0
CUST-02431,46,Male,East,75992,10,701.79,2,4,Credit Card,0
CUST-02432,27,Male,North,39428,51,2945.03,1,5,Credit Card,0
CUST-02433,39,Male,North,86531,24,1330.17,0,4.7,Bank Transfer,0
CUST-02434,37,Non-Binary,North,51891,21,1972.28,2,3.9,PayPal,0
CUST-02435,42,Female,West,63725,48,2442.9,0,4.2,Credit Card,0
CUST-02436,35,Male,North,82348,8,582.69,2,3.2,Credit Card,0
CUST-02437,38,Female,North,55686,32,1349.41,1,3.4,Bank Transfer,0
CUST-02438,49,Male,South,73550,31,1296.54,1,3.8,Bank Transfer,0
CUST-02439,34,Female,North,37154,34,803.61,1,4.6,Credit Card,0
CUST-02440,20,female,East,90771,23,1202.24,2,2.8,Credit Card,1
CUST-02441,60,M,North,119122,25,1321.31,1,4.1,PayPal,0
CUST-02442,56,Male,West,144805,7,1471.55,0,3.6,Bank Transfer,0
CUST-02443,24,Male,East,77279,19,2167.87,2,3.1,Credit Card,0
CUST-02444,48,Female,North,94705,7,1576.87,0,3.6,PayPal,0
CUST-02445,33,Female,North,30484,47,1478.86,1,1.7,Credit Card,0
CUST-02446,43,Female,North,112568,8,973.48,2,3.2,Credit Card,0
CUST-02447,43,Male,South,94405,14,1151.46,5,2.9,Credit Card,0
CUST-02448,37,Female,South,62901,1,1845.07,3,3.7,PayPal,0
CUST-02449,30,Male,North,105929,13,710.47,3,1.7,Bank Transfer,0
CUST-02450,31,Male,West,68638,3,827.31,1,4.2,Credit Card,0
CUST-02451,29,Male,North,63549,53,2265.43,3,4.9,Credit Card,0
CUST-02452,30,Male,North,86883,28,2142.16,2,3.9,PayPal,0
CUST-02453,39,Female,South,48416,38,1515.74,0,4.5,Credit Card,0
CUST-02454,31,Male,West,100540,51,1706.36,2,3.5,PayPal,0
CUST-02455,48,Male,North,48600,15,1342.75,2,2.4,Credit Card,0
CUST-02456,57,Male,West,48748,36,2471.07,0,4,PayPal,0
CUST-02457,33,Male,West,52257,53,1879.84,1,4.7,PayPal,0
CUST-02458,42,Male,North,93987,3,645.23,2,2.7,Credit Card,0
CUST-02459,45,Non-Binary,South,59580,4,1003,1,3.5,Credit Card,0
CUST-02460,45,Male,West,41300,5,69.71,2,3.8,Credit Card,1
CUST-02461,40,Female,North,59858,50,1939.96,2,5,Credit Card,0
CUST-02462,48,Female,East,74198,26,2190,3,4.2,PayPal,0
CUST-02463,45,Female,North,45475,25,1839.8,3,2.1,PayPal,0
CUST-02464,25,Female,East,46207,10,759.1,2,1.8,Bank Transfer,0
CUST-02465,50,Female,North,127782,8,2268.57,2,4.7,PayPal,0
CUST-02466,50,Male,East,53485,12,2122.36,1,5,PayPal,0
CUST-02467,30,Non-Binary,West,66923,54,2416.66,4,3.7,Bank Transfer,0
CUST-02468,40,Non-Binary,North,65819,58,1545.21,2,3.7,Credit Card,0
CUST-02469,48,M,North,64466,59,1437.37,3,4.4,Credit Card,0
CUST-02470,37,Male,North,90533,3,1689.41,2,3.2,Credit Card,0
CUST-02471,52,Female,West,98703,27,1910.88,1,1.5,PayPal,0
CUST-02472,68,Male,East,67351,50,3184.53,1,5,Credit Card,0
CUST-02473,30,Female,East,44088,23,526.1,0,3.4,Credit Card,0
CUST-02474,23,Male,East,106861,40,1783.71,1,5,Credit Card,0
CUST-02475,43,Female,West,72616,58,2857.68,1,3.2,Credit Card,0
CUST-02476,48,M,West,118258,33,1631.4,2,4.1,Credit Card,0
CUST-02477,37,Male,North,18860,14,1421.69,2,4.9,PayPal,0
CUST-02478,57,Male,West,79885,54,2358.04,2,5,PayPal,0
CUST-02479,23,Female,West,122965,23,1533.86,1,4.2,PayPal,0
CUST-02480,48,Female,East,66168,31,1094.02,1,4.2,Credit Card,0
CUST-02481,32,Male,West,69362,13,1217.5,0,4.6,Credit Card,0
CUST-02482,60,Male,East,82387,57,3633.33,3,4.5,PayPal,1
CUST-02483,63,Female,South,61030,12,1529.16,4,2.7,Credit Card,0
CUST-02484,30,Female,West,67198,35,1215.13,0,2.7,Bank Transfer,0
CUST-02485,33,Male,North,66554,18,1910.54,1,,Credit Card,0
CUST-02486,50,Female,West,59314,21,1040.78,2,4.8,PayPal,0
CUST-02487,35,Female,East,105721,45,2964.16,1,3.6,PayPal,0
CUST-02488,39,F,East,86526,47,1460.15,0,4.8,Credit Card,0
CUST-02489,40,Non-Binary,East,81265,42,2092.68,1,4.4,PayPal,0
CUST-02490,18,Male,South,95214,1,1544.23,3,3,Credit Card,0
CUST-02491,39,Male,South,68391,38,1348.55,0,3.9,PayPal,0
CUST-02492,31,Male,West,55644,41,1754.8,1,3.5,Bank Transfer,0
CUST-02493,34,Male,South,59934,42,2368.31,0,3.4,Credit Card,0
CUST-02494,57,Non-Binary,East,75044,47,1092.46,1,4.9,Bank Transfer,0
CUST-02495,24,Male,West,48519,9,1271.04,0,5,PayPal,0
CUST-02496,49,Male,North,62493,23,1433.5,1,5,Bank Transfer,0
CUST-02497,36,Female,West,62097,14,1841.46,0,4,Bank Transfer,0
CUST-02498,36,Male,West,128113,11,961.82,1,5,PayPal,0
CUST-02499,49,Male,West,5654,7,99.88,1,5,Credit Card,0
CUST-02500,44,F,East,70509,31,1396.03,2,2.6,Credit Card,0
CUST-02501,46,Female,North,118142,24,1468.75,1,5,Credit Card,0
CUST-02502,51,Male,North,78046,26,1546.99,2,4.8,Credit Card,0
CUST-02503,36,Female,South,93835,30,1444.89,2,5,Credit Card,0
CUST-02504,32,Male,East,77495,34,653.53,2,4.8,PayPal,0
CUST-02505,26,Male,North,58316,46,1754.1,3,,Credit Card,0
CUST-02506,30,Female,North,18952,38,1560.66,1,5,PayPal,0
CUST-02507,75,Non-Binary,North,80136,5,1279.06,1,4.3,PayPal,0
CUST-02508,54,Male,South,55609,5,1186.46,1,3.6,Credit Card,0
CUST-02509,23,M,South,54991,19,1122.43,1,4.5,Bank Transfer,0
CUST-02510,24,Male,South,62525,51,1236.63,1,5,PayPal,0
CUST-02511,45,Male,North,118621,38,1942.68,2,4.1,PayPal,1
CUST-02512,46,Female,East,135120,28,1992.55,1,,PayPal,0
CUST-02513,46,Female,West,80430,26,1493.56,0,,Credit Card,0
CUST-02514,36,Female,West,63380,42,1080.5,0,3.3,Bank Transfer,0
CUST-02515,38,Non-Binary,South,45569,23,1894.4,0,3.2,Bank Transfer,0
CUST-02516,43,Female,East,86713,46,1627.49,1,2.6,Credit Card,0
CUST-02517,41,Male,North,119572,49,1711.76,0,5,Bank Transfer,0
CUST-02518,18,Male,South,68816,30,1394.49,1,3.8,Bank Transfer,0
CUST-02519,37,Male,East,15525,3,464.75,2,1,Credit Card,0
CUST-02520,29,Male,South,91751,28,1849.48,2,4.4,Credit Card,0
CUST-02521,42,Male,East,99634,33,2279.5,1,4.4,PayPal,0
CUST-02522,75,M,East,35353,42,2437.05,1,,PayPal,0
CUST-02523,44,Male,North,79412,3,1011.17,0,3.2,Credit Card,0
CUST-02524,36,Male,North,86280,5,1293.05,1,3.1,Credit Card,0
CUST-02525,51,Female,North,73172,57,1620.85,0,3.3,PayPal,0
CUST-02526,45,Female,South,55230,19,1848.33,2,5,Credit Card,0
CUST-02527,45,Female,North,100398,42,1899.58,2,3.9,Credit Card,0
CUST-02528,47,Female,West,64915,58,3329.54,3,3.6,PayPal,0
CUST-02529,64,Male,South,37870,57,2916.75,1,5,Credit Card,0
CUST-02530,26,Male,North,23763,48,1580.17,2,4.5,Credit Card,0
CUST-02531,45,Female,West,106521,1,1118.31,2,2.3,PayPal,0
CUST-02532,28,Male,West,90416,38,2374.11,0,3.4,PayPal,0
CUST-02533,46,Female,North,77199,9,50,0,4.3,Bank Transfer,0
CUST-02534,28,Male,South,63993,5,744.85,3,3.1,Bank Transfer,0
CUST-02535,34,Female,East,61775,59,3074.59,0,5,Bank Transfer,0
CUST-02536,36,F,West,48106,46,2272.96,2,4.1,Credit Card,0
CUST-02537,51,Female,East,64213,42,1562.21,2,3.2,PayPal,0
CUST-02538,51,Non-Binary,East,21997,34,1727.22,2,2.9,Bank Transfer,0
CUST-02539,25,Female,West,56598,37,1069.64,1,4.9,Credit Card,0
CUST-02540,40,Female,North,67226,33,1490.4,2,3.4,Credit Card,0
CUST-02541,31,Male,South,90247,25,1653.15,2,4.4,Bank Transfer,0
CUST-02542,24,Male,West,74001,42,2014.92,0,2.8,PayPal,0
CUST-02543,37,Female,South,94873,29,2034.07,1,4.1,PayPal,0
CUST-02544,36,Male,West,108728,58,3070.53,1,3.4,PayPal,0
CUST-02545,69,Female,East,101454,25,1325.41,0,3.7,PayPal,0
CUST-02546,45,Male,West,86762,54,2345.82,0,3.2,Credit Card,0
CUST-02547,23,Non-Binary,North,75296,59,1756.31,2,5,Credit Card,0
CUST-02548,33,Female,South,50480,9,707.97,0,3.5,Credit Card,0
CUST-02549,52,Female,West,93498,3,785.27,1,3.9,PayPal,0
CUST-02550,65,Female,North,116993,15,1959.67,1,3.9,Bank Transfer,1
CUST-02551,20,Male,West,83552,4,1344.27,1,5,Credit Card,0
CUST-02552,18,Male,North,122931,45,2573.16,2,4.9,Credit Card,0
CUST-02553,62,Male,East,36860,38,1301.71,1,4.8,Bank Transfer,0
CUST-02554,44,Male,East,46145,20,1209.08,1,2.4,Credit Card,0
CUST-02555,29,Male,East,96380,49,1530.45,2,3.3,Credit Card,0
CUST-02556,46,Male,West,81607,23,959.92,1,5,Credit Card,0
CUST-02557,18,Male,East,107844,37,1413.35,2,2.8,PayPal,1
CUST-02558,40,Female,North,74613,47,2219.71,1,4.1,Credit Card,0
CUST-02559,43,F,North,53300,8,1255.96,1,2.9,PayPal,0
CUST-02560,51,Male,South,69660,57,2710.41,3,,PayPal,0
CUST-02561,27,Female,West,36682,37,1774.59,1,5,PayPal,0
CUST-02562,41,female,North,46785,56,1720,2,4.7,Credit Card,1
CUST-02563,28,Female,West,99311,45,2592.93,2,5,Credit Card,0
CUST-02564,43,Female,East,96819,33,2240.74,0,4.8,Bank Transfer,0
CUST-02565,29,Female,South,84075,33,1429.03,2,3.9,Credit Card,0
CUST-02566,35,Female,East,31973,7,597.41,0,3.3,Bank Transfer,0
CUST-02567,28,M,South,66039,22,931.42,1,3.6,Credit Card,0
CUST-02568,47,Female,West,44375,5,270.95,1,3.8,Credit Card,0
CUST-02569,50,Female,North,104413,46,2605.08,0,5,PayPal,0
CUST-02570,37,Female,West,60406,15,1558.06,1,2.7,Bank Transfer,0
CUST-02571,40,Female,South,47856,21,801.25,1,3.4,PayPal,0
CUST-02572,22,Male,West,75744,25,707.79,2,3.1,PayPal,0
CUST-02573,36,Female,East,58996,17,711.71,1,5,Credit Card,0
CUST-02574,39,Male,East,112093,56,2505.59,2,5,Credit Card,0
CUST-02575,71,Male,West,56629,50,1652.16,1,4.3,Bank Transfer,0
CUST-02576,26,Female,West,40019,7,1299,1,4.4,PayPal,0
CUST-02577,57,Male,South,21177,54,2659.86,2,4.1,Credit Card,1
CUST-02578,51,Male,East,74230,58,2643.32,2,4.4,Credit Card,0
CUST-02579,43,Female,North,60951,50,2489.62,1,4.8,Credit Card,0
CUST-02580,61,Female,West,39277,19,1410.76,0,4.4,PayPal,0
CUST-02581,44,Male,West,104730,52,2596.23,2,4.5,Credit Card,1
CUST-02582,44,Female,East,91681,7,523.31,2,4.8,PayPal,1
CUST-02583,39,Male,South,74294,40,2556.71,1,2.2,Credit Card,0
CUST-02584,54,Female,East,109108,45,2066.86,2,4,Credit Card,0
CUST-02585,53,Male,South,91563,59,2498.41,1,4.3,Credit Card,0
CUST-02586,32,Female,West,54428,50,3185.74,0,4.4,Credit Card,0
CUST-02587,24,Female,North,49019,24,1075.09,2,3.8,Credit Card,0
CUST-02588,37,Female,North,95449,11,1591.95,1,4.2,Bank Transfer,0
CUST-02589,30,Male,North,84909,41,2106.81,3,3.3,Credit Card,0
CUST-02590,39,Female,South,79243,55,1594.81,2,2.2,PayPal,0
CUST-02591,54,Non-Binary,North,53837,1,434.31,2,5,Credit Card,0
CUST-02592,34,Female,West,90198,54,3258.93,2,2.9,Credit Card,0
CUST-02593,39,Male,South,56112,32,1860.14,1,3.8,Credit Card,0
CUST-02594,40,Male,West,72450,40,1853.81,3,3.3,PayPal,0
CUST-02595,50,Female,North,111173,53,2213.04,0,5,Bank Transfer,0
CUST-02596,18,Male,North,58479,44,1832.43,3,3.9,Credit Card,0
CUST-02597,32,F,East,35675,2,855.95,1,3.7,Bank Transfer,0
CUST-02598,42,Female,West,48686,15,1251.69,3,,Credit Card,0
CUST-02599,54,Female,North,99857,21,2198.77,0,5,PayPal,0
CUST-02600,34,Female,South,81368,24,1013.41,2,4.4,Credit Card,0
CUST-02601,18,Male,South,71778,50,1388.54,1,3.6,Credit Card,0
CUST-02602,47,Non-Binary,West,62272,17,1827.9,0,4.7,Bank Transfer,0
CUST-02603,32,Female,East,87133,47,3087.01,3,2.4,Credit Card,0
CUST-02604,25,Non-Binary,West,53772,52,2340.16,1,4,PayPal,0
CUST-02605,32,Non-Binary,East,82641,52,2782.08,1,5,Bank Transfer,0
CUST-02606,37,Female,West,56718,9,941.17,2,4.2,PayPal,0
CUST-02607,32,Female,East,52558,35,1690.85,1,4.1,PayPal,1
CUST-02608,18,Male,East,59062,20,1201.64,1,4,Credit Card,0
CUST-02609,50,Male,West,65614,19,1375.36,1,3.6,Bank Transfer,0
CUST-02610,55,M,South,73779,18,2174.54,0,4.3,Bank Transfer,0
CUST-02611,47,Female,North,80886,20,2032.35,4,4.8,Credit Card,0
CUST-02612,26,F,East,-17209,30,824.34,0,3.7,Credit Card,0
CUST-02613,37,Female,North,54808,40,921.25,2,,PayPal,0
CUST-02614,39,Female,East,65210,1,809.26,0,4.5,Credit Card,0
CUST-02615,47,Male,North,112626,24,1155.8,1,5,PayPal,0
CUST-02616,48,Female,South,47999,24,1431.83,1,3.6,PayPal,0
CUST-02617,31,Female,East,79069,47,1442.41,1,2.5,Credit Card,0
CUST-02618,40,Female,North,112375,19,2165.13,3,4.7,PayPal,0
CUST-02619,45,Male,South,42175,30,1853.09,3,5,Credit Card,0
CUST-02620,57,Female,West,84849,26,2074.31,2,4.5,Credit Card,0
CUST-02621,48,Female,South,54943,42,2440.81,1,,Bank Transfer,0
CUST-02622,49,Female,East,62384,44,2197.47,1,4.8,PayPal,0
CUST-02623,41,Female,South,54922,38,2008.01,1,,Credit Card,0
CUST-02624,56,Male,West,56703,29,2385.86,2,3.5,Credit Card,0
CUST-02625,44,Male,North,143047,13,1512.98,0,4.3,Credit Card,0
CUST-02626,29,Female,North,96111,4,1273.11,2,4,PayPal,0
CUST-02627,56,Male,South,102543,45,1771.15,0,3.9,Credit Card,0
CUST-02628,48,M,East,87299,17,1481.13,2,3.7,Credit Card,0
CUST-02629,34,Female,South,34843,33,2568.86,1,4.2,PayPal,0
CUST-02630,34,Male,West,84873,5,1396.78,2,2.7,Credit Card,0
CUST-02631,43,Female,West,101823,28,1696.12,1,4.8,Bank Transfer,0
CUST-02632,45,F,North,53665,24,1550.6,1,,Credit Card,0
CUST-02633,42,Male,North,99133,17,1430.17,2,3.7,Credit Card,0
CUST-02634,43,Male,West,92608,50,2358.89,1,4.3,PayPal,0
CUST-02635,60,Male,West,121301,39,2082,0,3.1,Bank Transfer,0
CUST-02636,52,Female,South,64555,48,2390.21,1,2,Credit Card,0
CUST-02637,42,Female,West,47559,40,2022.95,2,3.6,Bank Transfer,0
CUST-02638,51,Female,North,65959,44,2043.11,3,2.6,PayPal,1
CUST-02639,27,Male,South,110889,46,2144.47,2,4.7,Bank Transfer,0
CUST-02640,44,Male,West,29289,51,2131.83,0,2.8,Bank Transfer,0
CUST-02641,61,Female,North,23290,11,837.83,1,5,Credit Card,0
CUST-02642,37,Male,West,77234,12,1398.81,3,,Credit Card,0
CUST-02643,29,Female,North,63935,13,1424.75,1,4.1,Credit Card,0
CUST-02644,32,F,North,75193,8,1728.4,4,2,Credit Card,0
CUST-02645,26,Female,West,98632,1,1037.35,4,4.1,Credit Card,0
CUST-02646,30,Male,East,61185,9,653.11,2,3.9,Credit Card,0
CUST-02647,35,Female,South,28174,28,1239.4,1,2.7,PayPal,0
CUST-02648,23,Female,West,126112,2,439.08,2,4.1,Bank Transfer,0
CUST-02649,40,Female,South,50069,14,1464.02,0,3.6,PayPal,0
CUST-02650,50,Male,East,48524,13,137.76,1,3.8,Bank Transfer,0
CUST-02651,29,Female,South,102593,48,2615.29,1,4,Credit Card,0
CUST-02652,58,Female,South,65387,2,1629.6,0,3.5,PayPal,0
CUST-02653,46,Male,East,73415,4,50,0,4.2,Credit Card,0
CUST-02654,52,Female,South,87069,12,1992.99,1,3.9,PayPal,0
CUST-02655,32,Female,East,102089,48,2644.09,3,4.5,Credit Card,0
CUST-02656,50,Male,East,66663,10,1038.29,3,3.5,Credit Card,0
CUST-02657,26,Female,South,112998,3,404.08,1,2.9,Credit Card,0
CUST-02658,50,Male,West,21605,4,389.15,2,3.3,Bank Transfer,0
CUST-02659,42,Male,East,93994,6,760.71,0,5,PayPal,0
CUST-02660,46,Female,West,54011,23,2063.08,0,5,Credit Card,0
CUST-02661,25,Non-Binary,West,109306,5,797.01,1,5,Credit Card,0
CUST-02662,29,Male,South,78551,50,2485.42,2,5,Credit Card,0
CUST-02663,47,Male,South,58177,3,873.85,0,3.5,PayPal,0
CUST-02664,28,Non-Binary,South,91571,10,1115.39,2,4.3,Credit Card,0
CUST-02665,45,Male,East,97329,43,1325.95,2,4.1,Credit Card,0
CUST-02666,23,Male,South,91047,19,686.7,0,4.7,Credit Card,0
CUST-02667,50,Female,East,49257,14,1842.83,2,3.7,Credit Card,0
CUST-02668,25,Male,North,62899,21,1111.63,1,4.1,PayPal,0
CUST-02669,46,Male,West,74898,43,2159.82,0,4.1,Credit Card,0
CUST-02670,47,F,North,73968,28,2543.02,2,4.5,PayPal,0
CUST-02671,31,Female,North,93743,21,1339.9,1,4.7,Credit Card,0
CUST-02672,46,Female,South,24627,36,1491.01,0,4.1,PayPal,0
CUST-02673,43,Male,North,83358,24,2149.83,0,,Bank Transfer,0
CUST-02674,33,Female,East,67750,54,2124.92,0,4.2,Credit Card,0
CUST-02675,27,Male,North,54037,38,1750.19,0,5,Credit Card,0
CUST-02676,18,Female,North,56437,17,1485.59,2,2.3,PayPal,1
CUST-02677,44,Male,South,69636,22,1438.24,2,3,Credit Card,0
CUST-02678,21,Female,South,-15027,19,1103.66,1,4.7,Credit Card,0
CUST-02679,41,Female,South,57467,45,1864.41,1,4.3,PayPal,0
CUST-02680,36,Male,East,53104,54,2566.09,3,4.3,Bank Transfer,0
CUST-02681,48,Male,East,88319,10,1482.26,0,4.7,PayPal,0
CUST-02682,36,Female,West,54861,11,896.6,0,4.2,Credit Card,0
CUST-02683,36,Male,North,69622,38,1795.23,1,3.4,Credit Card,0
CUST-02684,48,Female,South,113556,2,50,0,4.6,Bank Transfer,0
CUST-02685,44,Male,North,99858,33,2461.18,1,4,Credit Card,0
CUST-02686,43,Male,West,97556,43,1465.46,3,3.6,Credit Card,0
CUST-02687,45,Female,West,62503,31,1102.96,0,4.7,PayPal,0
CUST-02688,21,Male,West,88575,48,1733.87,2,4.7,Credit Card,0
CUST-02689,49,Female,South,69152,35,914.28,2,4.2,Bank Transfer,1
CUST-02690,47,Female,West,70097,37,2079.29,2,5,PayPal,0
CUST-02691,27,Female,East,85242,47,2151.72,0,5,PayPal,0
CUST-02692,37,Male,North,60075,47,1702.11,0,5,Credit Card,0
CUST-02693,39,F,South,112325,36,1612.61,5,5,Credit Card,0
CUST-02694,38,Female,East,70996,23,1063.28,0,3.9,Credit Card,0
CUST-02695,44,Female,South,90459,36,2199.69,0,3.5,Credit Card,0
CUST-02696,57,Male,North,111390,40,1430.09,1,4.9,Credit Card,0
CUST-02697,52,Male,West,100791,39,1894.46,2,3.7,PayPal,0
CUST-02698,24,Female,West,39777,26,424.17,0,4,PayPal,0
CUST-02699,47,Female,West,86122,25,2009.98,0,,Credit Card,0
CUST-02700,55,Male,West,96267,17,1388.22,1,4.6,Credit Card,0
CUST-02701,44,Male,South,97296,15,1674.85,4,2.5,PayPal,0
CUST-02702,53,Female,West,47167,37,2415.6,1,3.9,PayPal,0
CUST-02703,64,Female,East,58574,45,2791.08,2,4,Bank Transfer,0
CUST-02704,52,Female,West,99863,4,708.26,1,3.6,Credit Card,0
CUST-02705,42,Male,North,55955,22,1504.5,1,2.2,Credit Card,0
CUST-02706,52,Male,West,67507,17,1943.23,2,2.2,Credit Card,0
CUST-02707,41,Female,East,114396,22,1980.22,0,3.3,Credit Card,0
CUST-02708,40,F,West,73805,17,1691.69,1,4.5,Credit Card,0
CUST-02709,35,Female,West,56830,14,192.49,2,4.3,Bank Transfer,0
CUST-02710,58,Female,North,53059,14,1635.87,2,4,Credit Card,0
CUST-02711,30,Male,North,83317,17,845.12,2,3.1,Credit Card,0
CUST-02712,58,Female,North,41671,8,1420.7,2,4.3,Credit Card,0
CUST-02713,45,Female,North,68816,34,2065.48,0,2.2,Bank Transfer,0
CUST-02714,23,F,South,83330,26,1691.61,0,,Credit Card,1
CUST-02715,44,Female,North,107478,45,2147.07,4,3.8,Bank Transfer,1
CUST-02716,18,Male,East,91688,30,2146.49,0,3.5,Bank Transfer,0
CUST-02717,47,Female,South,57148,22,1660.89,3,5,Bank Transfer,0
CUST-02718,50,Male,East,104460,16,1683.06,2,4.2,Credit Card,0
CUST-02719,32,Male,South,67512,30,1040.35,2,5,Credit Card,0
CUST-02720,41,Male,West,44107,16,1328.58,1,3.5,Credit Card,0
CUST-02721,63,Female,West,70698,38,3022.85,0,4.5,Bank Transfer,0
CUST-02722,33,Male,East,110954,54,1639.68,0,3.7,Bank Transfer,0
CUST-02723,27,Female,South,79131,24,1730.71,3,,Credit Card,0
CUST-02724,57,Male,South,75313,36,2374.68,2,3.8,PayPal,0
CUST-02725,63,Male,East,115930,35,3047.41,1,4.9,Credit Card,0
CUST-02726,40,Female,South,39216,6,1208.95,3,2.9,PayPal,0
CUST-02727,52,Male,North,42860,4,939.64,2,3.6,Bank Transfer,0
CUST-02728,56,Female,North,34603,18,1494.32,0,3.9,Credit Card,0
CUST-02729,31,Male,North,84316,6,847.55,0,,PayPal,0
CUST-02730,34,Male,West,79162,26,2095.44,3,1.8,Credit Card,1
CUST-02731,54,Non-Binary,West,113568,37,1358.35,0,3.7,Credit Card,0
CUST-02732,60,Female,North,81086,27,1536.49,3,3.6,Credit Card,0
CUST-02733,46,Male,West,64896,41,2132.56,3,1.9,Credit Card,1
CUST-02734,29,Male,South,75044,11,1625.69,1,3.5,Credit Card,0
CUST-02735,63,Female,North,77942,38,2062.82,2,2.5,PayPal,0
CUST-02736,33,Female,East,33205,16,604.86,3,1.7,Credit Card,0
